text,label
"Upon reboot, the system executes the script's contents as root, resulting in persistence.",1
OSX_OCEANLOTUS.D has the ability to upload files from a compromised host.,1
"AFP - French Internet provider Wanadoo construct broadband network Netherlands hopes reach 55 percent Dutch homes, spokesman told Financieele Dagblad.",0
PipeMon has used call to LoadLibrary to load its installer.,1
AppleSeed can find and collect data from removable media devices.,1
Machete used the startup folder for persistence.,1
"Mobile phones running Symbian's Series 60 operating system target new strain Skulls Trojan horse program. new Trojan comes Cabir.B worm, which, unlike first version virus, spread phones within reach Bluetooth broadcasting range.",0
ASPXTool — A modified version of the ASPXSpy web shell (see Figure 6),1
Threat Group-3390 actors have split RAR files for exfiltration into parts.,1
Browsers typically create a new process for each tab that is opened and permissions and certificates are separated accordingly.,1
"OVIE producers often criticized running sight original ideas, preferring instead milk plays, books, news events, toys even video games screenplays.",0
Remote Service Session Hijacking differs from use of Remote Services because it hijacks an existing session rather than creating a new session using Valid Accounts.,1
Lucifer can use certutil for propagation on Windows hosts within intranets.,1
"creators Globus open source grid software set software services company, Univa, capitalise work grid computing.",0
Adversaries may create self-signed code signing certificates that can be used during targeting.,1
Ziff Davis - Texas company tries take little bit sting biggest online retail nightmare: returns.,0
"Nokia NFC (Near Field Communication) shell phone, consumers able access variety services exchange information simple touch gesture.",0
Hordes video game fans queued outside 6500 stores across United States overnight Tuesday get copy new Halo 2 game whose first day takings expected rival Hollywood blockbuster.,0
"Steve Ballmer company given facts need compare Windows Linux, allow add one little tidbit.",0
"BANGALORE, INDIA - anticipated boom mobile telephony use India attracting multinational local companies establish manufacturing operations country.",0
"\\The blogs buzzing Treo 650 released Monday.\\From Gizmodo:\\""Not announced special ""news"" next Monday CTIA Wireless\Conference San Francisco, earlier week someone PalmOne\accidentally sort of, know, told me. told I'd keep quiet long as\they did, they're going go announce wink nod, I\think I've done part.""\\If right I'll sporting Treo 650 soon! \\Of course true:\\""File hoping I'm wrong. Several reports filtered people\who hands-on time pre-release Sprint versions upcoming\Treo 650. reports say Treo wi ...\\",0
cebit opens mobile music tune cebit world largest hi-tech fair opened doors hanover look latest technologies homes businesses. 6 000 exhibitors registered 500 000 visitors expected pass doors. third generation mobiles digital home broadband key themes show. camera phones get better resolutions vendors set prove bigger definitely better. samsung set steal initial limelight launch 7-megapixel phone opening day. sch-v770 features high-end digital single lens reflex cameras manual focus ability attach telephoto wide-angle lens. camera phones likely prove interesting battle ground show said ben wood principal analyst research firm gartner. firmly established cameras integral part phones technology arms race terms megapixels. certain amount look big mine said. also increasing focus music-enabled mobiles. 3gsm cannes everyone went music mad music going big theme vendors cebit said mr wood. sony ericsson use fair show w800 - recently unveiled walkman branded phone - speculation motorola may unveil rokr handset widely tipped first carry apple itunes music software. apple motorola announced getting together end last year result long-standing friendship motorola chief executive ed zander steve jobs. analysts think motorola may save launch ctia wireless show america following week could telling sign operators coming view german tech fair. one interesting things cebit clearly show decline said mr wood. lot big players nokia pulling back saying hard justify big presence shows. could last big year cebit said. themes include tv-enabled mobiles bound create buzz halls vodafone unveils prototype handset show live digital television. glut recent headlines mobile tv - french operators teaming o2 trialling system oxford uk nokia begins trialling system finland finnish broadcasting company yle tv commercial tv channels. cebit could become battleground two competing methods getting tv mobiles also likely provide stage technology slated compete 3g. hsdpa (high speed downlink packet access) described 3g steroids could offer consumers much faster download times. instance song currently takes one half minutes download phone could done 10 seconds. korean giants lg electronics samsung show hsdpa handsets show technology set rolled us europe korea next year. broadband continue key theme show internet telephony proving year killer application. germany largest online service provider t-online tipped reveal software low-cost net telephony would see competing parent company deutsche telekom. cebit used many unveil cutting edge products mobile sphere likely mean lot bright colourful handsets fashion continues compete technology comes device everyone pockets. rainbow-coloured phones influenced handsets japan one example asian companies stamp mark year show biggest ever presence. cebit organisers created digital home hall 25 27 hangar-like buildings house show. digital home hyped theme show. house totally wired full things used home entertainment said cebit organiser gabriele dorries.,0
"\$4 million Cosmos 1 project backed Planetary Society, co-founded Carl Sagan. Associated Press. solar sail spacecraft designed propelled pressure sunlight launched",0
Many studies linked consumption nondiet soda fruit juices added sugars obesity attendant risks diabetes.,0
Company outsources e-mail small medium businesses.,0
"New research NOP, shows UK Internet population progressing broadband - usage 41 per cent 27 per cent six months ago, increase females using internet.",0
Cloud providers offer methods such as APIs and commands issued through CLIs to serve information about infrastructure.,1
"Additionally, if the cloud environment is connected to a on-premises environment, adversaries may be able to identify services running on non-cloud systems as well.",1
"Adversaries may also acquire infrastructure from VPS service providers that are known for renting VPSs with minimal registration information, allowing for more anonymous acquisitions of infrastructure.",1
Blue Mockingbird has used JuicyPotato to abuse the SeImpersonate token privilege to escalate from web application pool accounts to NT Authority\SYSTEM.,1
"move implications ad targeting reporting, Yahoo! hired Usama Fayyad, co-founder company known Revenue Science, newly-created position Chief Data Officer.",0
Developers get early code new operating system 'skin' still crafted.,0
apple ipod family expands market apple expanded ipod family release next generation digital music players. latest challenges growing digital music gadget market include ipod mini model hold 6gb compared previous 4gb. company hopes keep dominant place digital music market also said gold coloured version mini would dropped. 30gb version also added ipod photo family. latest models longer battery life prices cut average £40. original ipod took early lead digital music player market thanks large storage capacity simple design. 2004 25 million portable players sold 10 million apple ipods. analysts agree success also integration itunes online store given company 70% share legal download music market. mike mcguire research director analyst gartner told bbc news website apple done good job sealing market competition far. created seamless package think idea product - design function software impressive said. added threat others always present however. creative microsoft-partnered devices real sony ratcheting marketing message advertising said. creative upbeat many creative zen players shipped end last year said. second-generation models like creative zen micro photo due summer. 5gb memory board. digital music players gadget choice among young americans according recent research pew internet american life project. one 10 us adults - 22 million people - owns digital music player sort. sales legally downloaded songs also rose tenfold 2004 according record industry 200 million tracks bought online us europe 12 months. ifpi industry body said popularity portable music players behind growth. analysts say ease use growth music services available net continue drive trend towards portable music players. people also starting use novel ways. combining automatic syncing functions many net functions automatically distribute diy radio shows called podcasts. 2005 also see competition mobile phone operators keen offer streaming services much powerful sophisticated handsets. according mr mcguire research suggests people like idea building huge libraries music high-capacity storage devices like ipods creative zens. mobiles yet capacity though issues ease portability mobile music. mr mcguire said apple ensuring kept foot mobile music door recent deal motorola produce version itunes motorola phones.,0
Higaisa discovered system proxy settings and used them if available.,1
"New Trojan Targets Adware\\Antivirus maker Symantec reported arrival spooky Trojan Horse online, something unique. Codenamed Downloader.Lunii, attacks even removes advertisement enabled softwares, generally considered harmful system. execution code, tries kill processes associated ...",0
Dok proxies web traffic to potentially monitor and alter victim HTTP traffic.,1
"When preforming PtT, valid Kerberos tickets for Valid Accounts are captured by OS Credential Dumping.",1
"AFP - Kevin Spacey, US screen star spending season working one London's top West End theatres, lashed members audience rustle sweet wrappers forget turn mobile phones performances.",0
"Zastrossi writes quot;According Anti-Phishing Working Group, phishing sites--the practice making sites look act like popular sites banks order steal personal information customers--rose 543 sites September",0
The Windows utility Nltest is known to be used by adversaries to enumerate domain trusts.,1
"NEW YORK - Cisco Systems aggressively trying build presence key growth markets, #39;s using new products new acquisitions it.",0
"Adversaries may upload or inject malicious web content, such as JavaScript, into websites.",1
AP - Motorola Israel Ltd. said Monday provide U.S. Postal Service new hand-held scanning devices three-year deal worth #36;300 million.,0
FinFisher queries Registry values as part of its anti-sandbox checks.,1
LightNeuron can be configured to exfiltrate data during nighttime or working hours.,1
"Fujitsu Siemens Computers (Holding) BV, Europe #39;s largest remaining computer manufacturer, posted 60 percent leap profit first half fiscal year higher sales laptops servers business customers, company said Wednesday.",0
"(Source: SecureWorks) Some payloads leveraged DLL side loading, a technique that involves running a legitimate, typically digitally signed, program that loads a malicious DLL",1
"AP - Wild South American monkeys routinely use fist-sized rocks crack open seeds dig dry Brazilian soil grubs edible tubers, researchers report journal Science.",0
Fox Kitten has used protocol tunneling for communication and RDP activity on compromised hosts through the use of open source tools such as Ngrok and custom tool SSHMinion.,1
Thirteen countries agreed yesterday join global plan proposed Bush administration curb methane emissions capturing greenhouse gas using energy source released atmosphere.,0
"SAP launched SAP Security Optimization, service evaluates customer #39;s SAP system identify eliminate potential vulnerabilities minimize risk intrusions.",0
Adversaries may gather information about the victim's host hardware that can be used during targeting.,1
"Adversaries may use traffic duplication in conjunction with Network Sniffing, Input Capture, or Adversary-in-the-Middle depending on the goals and objectives of the adversary.",1
"Iraq war blogs varied soldiers write them. sites feature practical news, war pictures advice. overtly political, slanting right left. question war, cheer it.",0
European research facility helped shape view matter invented world wide web exactly 50 years old.,0
ZxShell can set up an HTTP or SOCKS proxy.,1
US Federal Trade Commission given endorsement plan would reward insiders information leading arrest conviction people companies produce spam.,0
"Kessel can exfiltrate credentials and other information via HTTP POST request, TCP, and DNS.",1
search wars hit desktop pcs another front on-going battle microsoft google opened. end 2004 microsoft aims launch search software find kind file pc hard drive. move answer google release search tool catalogues data desktop pcs. desktop search market becoming increasingly crowded google aol yahoo many smaller firms tout programs help people find files. microsoft made announcement forthcoming search software call financial analysts talk first quarter results. john connors microsoft chief financial officer said test version desktop search software available download end year. going heck great race search google microsoft yahoo said. going really fun follow. microsoft coming late desktop search arena software compare favourably programs large number rivals many fiercely dedicated populations users. program could based software microsoft owns result purchase lookout software early october. 14 october google released desktop search software catalogues files pc lets users use one tool find e-mail messages spreadsheets text files presentations. software also find webpages messages sent via aol instant messenger. many firms released desktop search systems recently too. companies blinkx copernic enfish x1 technologies x-friend job cataloguing huge amounts information people increasingly store desktop home computer. apple also debuted similar search system computers called spotlight due debut release tiger operating system. due follow net giants aol yahoo. latter recently bought stata labs get hands search software people use. microsoft also reputedly working novel search system next version windows (codenamed longhorn). however likely appear 2006. recent activity search industry shows need move beyond simple keyword-based web search said kathy rittweger co-founder blinkx. finding information computers becoming difficult find relevant webpage amongst billions exist. desktop search become important several reasons. according research message analysts radicati group 45% information critical keeping many businesses running sits e-mail messages attachments. jf sullivan spokesman e-mail software firm sendmail said many organisations starting realise important messaging organisation way work. key thing able manage information said. also search increasingly key way people get around internet. many people use search engine first page go getting net. many others use desktop toolbars let search information matter program using. tool desktop lucrative way control people go online. companies google relies revenue adverts knowledge people looking worth huge amounts money. invasiveness already led ask privacy implications tools.,0
first amino acids form first peptides? important question may point pathway towards understanding primordial soup. Researchers suggest binder linking together building blocks may volcanic gases -- carbonyl sulfide.,0
confusion high-definition tv critical mass people embraced digital tv dvds digital video recorders next revolution tv prepared sets. corners tv technology industries high-definition (hdtv) heralded biggest thing happen television since colour. hd essentially makes tv picture quality least four times better now. real concern people getting right information hd high street. thousands flat panel screens - lcds (liquid crystal displays) plasma screens dlp rear-projection tv sets - already sold hd fact able display hd. uk largest display market europe according john binks director gfk monitors global consumer markets. added: flat panel screens sold 1.3% uk capable getting high-definition. 74 different devices sold hd hd-ready according alexander oudendijk senior vice president marketing satellite giant astra. may fantastic quality tvs many adaptors - called dvi hdmi (high-definition multimedia interface) connectors - let set handle higher resolution digital images. part lack understanding training high street say industry experts gathered bafta london 2nd european hdtv summit last week. careful consumer confusion. massive education process go said mr binks. industry already recognised would challenge get right information across us watching it. eventually everyone. bbc currently developing plans produce tv output meet hdtv standards 2010. preparations analogue switch-off already underway areas programmes filmed hd cameras. bskyb plans ship first generation set-top boxes receive hdtv broadcasts time christmas. like sky+ boxes also personal video recorders (pvrs). company start broadcasts hdtv programmes offering premium channel packages concentrating start sports big events films early 2006. set-top box receives hdtv broadcasts plug display - tv set - show images much higher resolution hd demands hdtv real . 2010 20% homes uk sort tv set display show hd full glory. getting rather confusing people taken digital . result key players make flat panel displays well satellite companies broadcasters formed hd forum 2004 make sure talking other. part forum concerned issues like industry standards content protection. also preoccupied help paying public know exactly paying for. next month devices right connectors resolution required carry hd-ready sticker. also means equipped cope analogue hdtv signals comply minimum specification set industry. logo absolutely way forward said david mercer analysts strategy analytics. still appearing many retail products. industry upbeat sticker help start. much position today manufacturers said mr oudendijk. may well number dissatisfied customers next months. european broadcast union (ebu) testing different flavours hd formats prepare even better hdtv line. similarly concerned people get right information hdtv formats well devices support formats. believe consumers buying expensive displays need ensure investment worthwhile said phil laven technical director ebu. tv display manufacturers want us watch hd screens least 42in (106cm) get true impact hd say although smaller displays suffice. may convince people spend money hd-ready devices falling prices continue tumble across europe. prices dropping average 20% every year according analysts. lcd prices dropped 43% europe whole last year according mr oudendijk.,0
Adversaries may leverage traffic mirroring in order to automate data exfiltration over compromised network infrastructure.,1
Exfiltration to these cloud storage services can provide a significant amount of cover to the adversary if hosts within the network are already communicating with the service.,1
Adversaries may use MSBuild to proxy execution of code through a trusted Windows utility.,1
APT18 uses HTTP for C2 communications.,1
"In some cases an adversary might modify specific user rights like SeEnableDelegationPrivilege, set in &lt;GPO_PATH&gt;\MACHINE\Microsoft\Windows NT\SecEdit\GptTmpl.inf, to achieve a subtle AD backdoor with complete control of the domain because the user account under the adversary's control would then be able to modify GPOs.",1
TA505 has used TinyMet to enumerate members of privileged groups.,1
The Netwalker DLL has been injected reflectively into the memory of a legitimate running process.,1
"Some examples of these relationships include IT services contractors, managed security providers, infrastructure contractors .",1
"another product postponement, semiconductor giant Intel Corp. said offering chip projection TVs end 2004 announced earlier year.",0
Most modern systems contain native elevation control mechanisms that are intended to limit privileges that a user can perform on a machine.,1
Derusbi binds to a raw socket on a random source port between 31800 and 31900 for C2.,1
A variation on this behavior takes advantage of differences in functionality across cloud regions.,1
"Sharpshooter's first-stage downloader resolved various Windows libraries and APIs, including LoadLibraryA, GetProcAddress, and CreateProcessA.",1
"NewsFactor - PeopleSoft (Nasdaq: PSFT) said Monday quarterly revenues would beat Wall Street's expectations, due increase number customers making large orders enterprise-application software.",0
Chimera has has used net user /dom and net user Administrator to enumerate domain accounts including administrator accounts.,1
screensaver tackles spam websites net users getting chance fight back spam websites internet portal lycos made screensaver endlessly requests data sites sell goods services mentioned spam e-mail. lycos hopes make monthly bandwidth bills spammers soar keeping servers running flat out. net firm estimates enough people sign download tool spammers could end paying send terabytes data. never really solved big problem spam damn cheap easy said malte pollmann spokesman lycos europe. past built spam filtering systems users said going go one step further. found way make much higher cost spammers putting load servers. getting thousands people download use screensaver lycos hopes get spamming websites constantly running almost full capacity. mr pollmann said intention stop spam websites working subjecting much data cope with. said screensaver carefully written ensure amount traffic generated user overload web. every single user contribute three four megabytes per day said one mp3 file. said enough people sign spamming websites could force pay gigabytes traffic every single day. lycos want use e-mail fight back said mr pollmann. would fighting one bad thing another bad thing said. sites targeted mentioned spam e-mail messages sell goods services offer. typically sites different used send spam e-mail typically get thousand visitors per day. list sites screensaver target taken real-time blacklists generated organisations spamcop. limit chance mistakes made lycos using people ensure sites selling spam goods. sites rarely use advertising offset hosting costs burden high-bandwidth bills could make spam expensive said mr pollmann. sites also slow weight data requests. early results show response times sites deteriorated 85%. users registered users lycos download use screensaver. working screensaver shows websites bothered requests data. screensaver due launched across europe 1 december trialled sweden. despite soft launch mr pollmann said screensaver downloaded 20 000 times last four days. huge user demand filter spam day-by-day something said users never chance bit offensive.,0
"AP - Bakery cafe chain Panera Bread Co. hopes customers stick around little longer #151; grab bite eat, buy another cup coffee, try Wi-Fi. words, chill out.",0
They then identify the Exchange server and attempt to install the OwaAuth web shell,1
Prikormka contains a module that collects documents with certain extensions from removable media or fixed drives connected via USB.,1
DarkComet can listen in to victims' conversations through the system’s microphone.,1
Adversaries may use bootkits to persist on systems.,1
"“win32_remote“,”win64_remote64“,”ollydbg“,”ProcessHacker“,”tcpview“,”autoruns“,”autorunsc“,”filemon“,”procmon“,”regmon“,”procexp“,”idaq“,”idaq64“,”ImmunityDebugger“,”Wireshark“,”dumpcap“,”HookExplorer“,”ImportREC“,”PETools“,”LordPE“,”dumpcap“,”SysInspector“,”proc_analyzer“,”sysAnalyzer“,”sniff_hit“,”windbg“,”joeboxcontrol“,”joeboxserver“  Blacklisted process names in the malware In some cases, it calculates the checksum of each running process name, and if it matches any hard-coded checksums, it causes a BSOD via the ntdll.dll “NtRaiseHardError” function",1
objectClass=trustedDomain ,1
Fysbis has masqueraded as the rsyncd and dbus-inotifier services.,1
OopsIE stages the output from command execution and collected files in specific folders before exfiltration.,1
PipeMon can attempt to gain administrative privileges using token impersonation.,1
"Reuters - Fears new El Nino, phenomenon\that brings extreme weather patterns, unfounded despite\unusual ocean temperatures often herald devastating\weather anomaly, World Meteorological Organization said\Thursday.",0
DustySky can detect connected USB devices.,1
"Microsoft sued eight US computer resellers says bought sold counterfeit Certificate Authenticity labels genuine labels separated related software, breach copyright trade mark laws.",0
Information about the installed software may also be exposed to adversaries via online or other accessible data sets .,1
Kerberos authentication can be used as the first step to lateral movement to a remote system.,1
Domain registrars each maintain a publicly viewable database that displays contact information for every registered domain.,1
Adversaries may modify the configuration settings of a domain to evade defenses and/or escalate privileges in domain environments.,1
This third-party server is commonly termed a reflector.,1
"Freescale Semiconductor Inc. took wraps dual-core microprocessor design, company said would tailored embedded applications.",0
Adversaries may gather information about the victim's hosts that can be used during targeting.,1
"SourceLabs could create buzz pedigree team founders. company led Chief Executive Byron Sebastian, former executive San Jose #39;s BEA Systems, founded company spring.",0
Lucifer can exploit multiple vulnerabilities including EternalBlue  and EternalRomance .,1
Kwampirs collects a list of available servers with the command net view.,1
"battle dueling memos e-mails, Novell CEO Jack Messman Microsoft CEO Steve Ballmer touting software -- criticizing competition.",0
WannaCry encrypts user files and demands that a ransom be paid in Bitcoin to decrypt those files.,1
"This differs from Steal Web Session Cookie and other similar behaviors in that the cookies are new and forged by the adversary, rather than stolen or intercepted from legitimate users.",1
"Some private keys require a password or passphrase for operation, so an adversary may also use Input Capture for keylogging or attempt to Brute Force the passphrase off-line.",1
"AP - NASA aiming mid-May launch first shuttle flight since Columbia tragedy almost two years ago. launch date latest several set space agency, subject change.",0
"AP - Along destructive force, hurricanes beneficial effects part rhythm nature. Storms erode beaches, uproot trees flatten wildlife habitats may also refresh waterways, revive dry areas bulk barrier islands redistributed sand.",0
rich pickings hi-tech thieves viruses trojans malicious programs sent net catch undergoing subtle change. shift happening tech savvy criminals turn technology help con people cash steal valuable data take home pcs. viruses written make headlines infecting millions getting rarer. instead programs crafted directly criminal ends firms tightening networks defences combat new wave malicious code. growing criminal use malware meant end neat categorisation different sorts viruses malicious programs. broadly possible name categorise viruses method use spread infect machines. many viruses written criminals roll lots technical tricks together one nasty package. cannot put neat little box used said pete simpson head threat laboratory security firm clearswift. viruses likely spread like worms exploit loopholes browsers hide e-mail message attachments. outright criminality said mr simpson explaining change come about. said many criminal programs came eastern europe cash-rich organised gangs find ready supply technical experts crank code order. former virus writer marek strihavka aka benny 29a virus writing group recently quit malware scene partly taken spyware writers phishing gangs spammers interested money rather technology. longer virus writers produce programs show technical prowess rivals underground world malware authors. least said paul king principal security consultant cisco defences attacks common. many ways least likely way e-mail us got anti-virus firewalls said. malicious programs written hi-tech thieves cleverly written many much pragmatic use tried tested techniques infect machines trick users installing program handing important data. think criminals clever said mr king works. tactics used malicious programs change said mr king many firms changing way defend themselves. many scan machines connect corporate networks ensure compromised core network. many let machine connect worker get job latest patches settings uploaded. well using different tactics criminals also use technology reasons much transparent. main motivation money said gary stowell spokesman st bernard software. mr stowell said organised crime gangs turning computer crime risks caught low rates return high. almost phishing spyware attack criminals guaranteed catch people contacts exploit recover. so-called spyware proving popular criminals allowed take machines ends steal key data users hijack web browsing sessions point people particular sites. cases spyware written searched rival malicious programs pcs infects trying erase sole ownership machine.,0
iKitten adds an entry to the rc.common file for persistence.,1
BRONZE BUTLER has used steganography in multiple operations to conceal malicious payloads.,1
casual gaming take games aimed casual players set even bigger 2005 according industry experts. easy-to-play titles require much time playable online downloadable mobile devices see real growth coming year. trend shows gaming big-hitting games console titles appeal hardcore gamers said panel experts. speaking annual consumer electronics show las vegas showcases latest trends gadgets technologies 2005. panel also insisted casual gamers women common misconception pervades current thinking gamer demographics. casual games like poker pool bridge bingo puzzle-based titles played online downloaded onto mobile devices gender neutral different genres attracted different players. greg mills program director aol said figures suggested sports-based games attracted 90% 18 24-year-old males puzzle games played 80% females. games like bridge tended attract over-50 demographic gamers. hardcore gamers attracted blockbuster gamers usually require hi-spec pcs like half-life 2 halo 2 xbox also liked different type gaming experience. hardcore gamers playing halo playing poker pool based research said geoff graber director yahoo games attracts 12 million gamers month. growth powerful pc technology ownership broadband take-up portable players mobile devices well interactive tv casual gaming shaping big business 2005 according panel. focus coming year attracting third-party developers field offer innovative multiplayer titles agreed. time verge something much bigger said mr graber. casual games get stride 2005 really big 2006 community. people finding gadgets high-speed connections casual games would start open world gaming form mass-market entertainment people. key types titles chance give people may see gamers dip games liked. portal sites offer casual games like aol yahoo realarcade well games-on-demand services allow people build buddy lists return play people. aspect community crucial gamers want quick access free cheap games without committing long periods time immersed £30 £40 console pc titles said panel. 120 000 people expected attend ces trade show stretches 1.5 million square feet officially runs 6 9 january. main theme new devices getting better talking allowing people enjoy digital content like audio video images want want.,0
"roundup Plus: Microsoft ships Virtual PC 7...SGI warns lower revenue, deeper loss...SAP taps search technology.",0
DustySky searches for removable media and duplicates itself onto it.,1
This behavior is distinct from Disk Content Wipe and Disk Structure Wipe because individual files are destroyed rather than sections of a storage disk or the disk's logical structure.,1
Adversaries may find vulnerability information by searching open databases or gaining access to closed vulnerability databases.,1
"Wizard Spider has used taskkill.exe and net.exe to stop backup, catalog, cloud, and other services prior to network encryption.",1
Ramsay can scan for removable media which may contain documents for collection.,1
Adversaries may also abuse external sharing features to share sensitive documents with recipients outside of the organization.,1
"Sun Microsystems Inc. decided postpone September SunNetwork 2004 San Francisco user conference, contemplating merging event JavaOne 2005 developer conference, scheduled end June 2005.",0
"file-sharing legal battle moved Supreme Court, group composed labor unions, sports leagues state attorneys general asking hearing claim brought",0
Microsoft offered yet another way businesses block automatic update Windows XP big-deal Service Pack 2 (SP2) upgrade.,0
"AP - Unmanned aerial vehicles so-called ""stand-off"" weapons, whether currently used secret testing, belong developing high-tech arsenal U.S. military says help minimize casualties battles insurgents.",0
"eve grid-computing conference, Big Blue says five companies EPA plans build grids.",0
"In addition to purchasing exploits, adversaries may steal and repurpose exploits from third-party entities .",1
Adversaries may alter data en route to storage or other systems in order to manipulate external outcomes or hide activity.,1
"Reuters - United States, considered an\environmental laggard critics, unlikely sign any\new pacts climate change key environmental meeting this\month, senior U.S. official said Thursday.",0
first new face company shake-up says BEA products use advanced research left departed technology gurus.,0
"BlackTech has exploited a buffer overflow vulnerability in Microsoft Internet Information Services  6.0, CVE-2017-7269, in order to establish a new HTTP or command and control  server.",1
"adapters overheat cause damage circuit board, according safety agency. WASHINGTON: IBM recall 225,000 AC power adapters several models laptop computer",0
CosmicDuke collects LSA secrets.,1
"European Union antitrust regulators Tuesday cleared Oracle Corp.'s hostile \$7.7 billion bid rival business software maker PeopleSoft Inc., removing one last major hurdles contested takeover proposal.",0
"KONNI can gather the OS version, architecture information, connected drives, hostname, and computer name from the victim’s machine and has used systeminfo.exe to get a snapshot of the current system state of the target machine.",1
Lazarus Group has rebooted systems after destroying files and wiping the MBR on infected systems.,1
Adversaries may enumerate objects in cloud storage infrastructure.,1
"space capsule holding atoms collected solar wind en route tricky rendezvous Earth, offering scientists first material NASA brought back space nearly three decades.",0
hi-tech posters guide commuters interactive posters helping londoners get around city festive season. interrogated mobile phone posters pass number people call get information safest route home. sited busy underground stations posters fitted infra-red port beam information directly handset. posters part transport london safe travel night campaign. campaign intended help londoners especially women avoid trouble way home. particular aims cut number sexual assaults drivers unlicensed minicabs. nigel marson head group marketing transport london (tfl) said posters useful work outside mobile phone networks. work previously inaccessible areas underground stations obviously huge advantage campaign sort said. posters automatically beam information phone equipped ir port held close glowing red icon poster. started infra-red huge number ir phones said rachel harker spokeswoman hypertag makes technology fitted posters. well established technology. hypertag also making poster uses short-range bluetooth radio technology swap data. although hypertags posters pass phone number ms harker said pass almost form data including images ring tones video clips. said figures many people using posters previous campaign run cosmetics firm racked 12 500 interactions. ran campaign big question mark of: build come said. know yes will. tfl campaign using posters run boxing day.,0
"com September 16, 2004, 1:15 PM PT. fourth priority #39;s main focus improving obtaining CRM ERP software past year half.",0
"Express version new WebSphere server targeted small midsized business market. quot;The SMB market become much pivotal crucial everyone, quot; according Yankee Group analyst Laura DiDio.",0
"TA505 has used a wide variety of ransomware, such as Locky, Jaff, Bart, Philadelphia, and GlobeImposter, to encrypt victim files and demand a ransom payment.",1
"Intertrust, Philips Sony added top consumer electronics, content technology heavyweights attempt create open interoperable Digital Rights Management environment.",0
Virtual dynamic shared object  hijacking is a method of executing arbitrary code in the address space of a separate live process.,1
"48 editions 19 different languages available 60 countries, Reader #146;s Digest publishing phenomenon: world #146;s top-selling magazine. wherever buy copy, least one thing remain constant #151; quality color balance images. See Mac-based workflow ensures color consistency.\ Nov 09",0
"Intel Corporation said canceling plans market faster version Pentium 4 chip focus products ""more bang buck.""",0
"menuPass stages data prior to exfiltration in multi-part archives, often saved in the Recycle Bin.",1
Pony has used the Adobe Reader icon for the downloaded file to look more trustworthy.,1
Ziff Davis - Panelists SoftSummit point emerging alternatives perpetual licensing say transition easy.,0
global digital divide narrowing digital divide rich poor nations narrowing fast according world bank report. world bank questioned united nation campaign increase usage access technology poorer nations. people developing world getting access incredible rate - far faster than... past said report. spokesman un world summit information society said digital divide remained real. digital divide rapidly closing world bank report said. half world population access fixed-line telephone report said 77% mobile network. report figures surpass wsis campaign goal calls 50% access telephones 2015. un hopes widening access technology mobile phones net help eradicate poverty. developing countries catching rich world terms access [to mobile networks] report said. africa part worldwide trend rapid rollout... applies countries rich poor reformed african asian european latin american. spokesman world summit information society (wsis) meeting week geneva told bbc news website: digital divide much real needs addressed. financing found help narrow divide. tuesday meeting wsis geneva agreed creation digital solitary fund. fund voluntary help finance local community-based projects said wsis spokesman. proposals agreed voluntary contribution 1% contracts obtained private technology service providers could made digital solidarity fund. exact financing mechanism fund ironed coming days said wsis. sixty percent resources collected fund made available projects least developed countries 30% projects developing countries 10% projects developed countries.,0
FIN5 scans processes on all victim systems in the environment and uses automated scripts to pull back the results.,1
Gazer uses custom encryption for C2 that uses RSA.,1
"Turla has used net localgroup and net localgroup Administrators to enumerate group information, including members of the local administrators group.",1
"Though release technically preview, 1.0 version significant milestone open-source browser software, already enthusiastic following alternative Microsoft #39;s Internet Explorer.",0
"biggest dog may pay feeding time, species grow large may vulnerable extinction, new research suggests. 50 million years succession large carnivores evolved North America, diversified, died out.",0
Service principal names  are used to uniquely identify each instance of a Windows service.,1
coalition private citizens local elected officials New Jersey plan file lawsuit block state's use electronic voting machines.,0
Crutch can exfiltrate files from compromised systems.,1
"who -a and w can be used to show which users are currently logged in, similar to ""net session"".",1
Metamorfo has used raw TCP for C2.,1
Fujitsu joined networking parade agreeing sell Cisco #39;s high-end routers switches Japan. come surprise market high-end routers heats up.,0
TeamTNT has checked for running containers with docker ps and for specific container names with docker inspect.,1
"An adversary may deface systems external to an organization in an attempt to deliver messaging, intimidate, or otherwise mislead an organization or users.",1
"The discovery of these available resources may help adversaries determine their next steps in the Cloud environment, such as establishing Persistence.An adversary may also use this information to change the configuration to make the bucket publicly accessible, allowing data to be accessed without authentication.",1
QakBot can identify the installed antivirus product on a targeted system.,1
"Department Homeland Security named acting US cybersecurity chief Congress weighed whether give position greater clout fight hackers, viruses online threats.",0
REvil can check the system language using GetUserDefaultUILanguage and GetSystemDefaultUILanguage.,1
Client software enables users to access services provided by a server.,1
four million Britons regular internet gamblers according new research.,0
Rising Sun can send data gathered from the infected machine via HTTP POST request to the C2.,1
AP - Minnesota next week begin issuing first-of-its-kind driver's license designed thwart counterfeiters #151; issue taken greater urgency since Sept. 11 attacks.,0
An adversary could use VNC to remotely control and monitor a system to collect data and information to pivot to other systems within the network.,1
"However, live memory modification of the operating system can be combined with ROMMONkit to achieve persistence.",1
IE exploit code could boost risk browser mishaps. Microsoft says teamwork makes better defenses.\,0
Adversaries may collect data related to managed devices from configuration repositories.,1
